"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
4853984,1,"PU102SH68TNFINDFAS-2357987",2357987,26,"TRUE","2357987:0.57,2357985:0.43,2357983:0.40,2357981:0.40,4356944:0.36",1,1
4854552,1,"ST131SH14XXTINDFAS-2418641",2418641,24.3,NA,"2418643:0.60,2418645:0.52,2418641:0.50,2418647:0.43,2418639:0.40,2418637:0.40",1,1
4854741,1,"CA028SH48WJRINDFAS-1436784",1436784,23,"FALSE","1436786:0.50,1436785:0.50,1436784:0.44,1436787:0.42,1436788:0.35,1436789:0.33",2,2
4858991,1,"MY465SH26TYBINDFAS-2949379",2949379,23.55,"FALSE","2949381:0.56,2949379:0.54,2949383:0.46,2949377:0.46,2949373:0.40,2949375:0.40",1,1
4859587,2,"UN573SH16GIHINDFAS-3390921",3390921,30.2,"FALSE","3390915:0.48,3390913:0.47,3390911:0.44,3390917:0.43,3390919:0.34,3390921:0.29",2,2
4861108,1,"ZC657SH34XRPINDFAS-1847559",1847559,25,"FALSE","1847560:0.60,1847559:0.52,1847561:0.51,1847558:0.43,1847557:0.40,1847556:0.40",1,1
4862406,2,"RE105SH12ICDINDFAS-2631561",2631561,27,"FALSE","2631563:0.50,2631561:0.39,2631565:0.39,2631559:0.32,2631567:0.28,2631557:0.24",4,3
4864561,2,"FU062SH71FLSINDFAS-2324916",2324916,28,"TRUE","2324916:0.42,2324917:0.36,2324915:0.36,2324918:0.34,2324914:0.31,2324913:0.25",15,5
4864810,2,"RE104SH60JIHINDFAS-3576437",3576437,26,"FALSE","3576435:0.60,3576433:0.56,3576437:0.56,3576439:0.47,3576441:0.39,3576443:0.31",6,3
4865698,3,"DI040SH33KASINDFAS-1985551",1985551,21.16,"FALSE","1985553:0.58,1985554:0.58,1985552:0.55,1985551:0.52,1985550:0.48,1985549:0.45,1985548:0.41,1985544:0.40,1985543:0.40,1985545:0.40,1985547:0.39,1985546:0.39",1,1
4865698,3,"DI040SH58YUNINDFAS-1797598",1797598,21.16,"FALSE","1797600:0.58,1797601:0.58,1797599:0.55,1797598:0.52,1797597:0.48,1797596:0.45",1,1
4866385,1,"LA037SH90UVXINDFAS-2411557",2411557,22.9,"FALSE","2411559:0.57,2411557:0.51,2411555:0.44,2411561:0.41,2411565:0.39,2411563:0.39",1,1
486728,1,"AL009SH48UGHINDFAS-3772019",3772019,24.77,"FALSE","3772021:0.30,3772023:0.28,3772019:0.26,3772017:0.24",12,6
4867904,1,"CA027SH46SQJINDFAS-3295959",3295959,25.7,"TRUE","3295959:0.48,3295961:0.45,3295957:0.42,3295951:0.33,3295953:0.33,3295955:0.32",2,2
4867904,1,"MI162SH16STBINDFAS-2405719",2405719,25.55,"TRUE","2405721:0.50,2405719:0.50,2405717:0.44,2405715:0.35,2405713:0.33,2405711:0.33",2,2
4867904,1,"LA037SH48UXNINDFAS-2411815",2411815,25.7,"TRUE","2411815:0.48,2411817:0.45,2411813:0.42,2411807:0.33,2411809:0.33,2411811:0.32",2,2
486857,1,"LA037SH42VFLINDFAS-2413041",2413041,24.9,"TRUE","2413041:0.59,2413043:0.50,2413051:0.43,2413047:0.40,2413045:0.39,2413049:0.39",1,1
4872629,2,"UN573SH95UPCINDFAS-2243020",2243020,27.8,"TRUE","2243020:0.48,2243021:0.43,2243018:0.40,2243019:0.39,2243022:0.34,2243023:0.29",2,2
487380,1,"AS017SH60OGDINDFAS-3645377",3645377,24,"TRUE","3645377:0.54,3645375:0.52,3645379:0.40,3645381:0.40,3645383:0.38,4875164:0.33",1,1
487380,2,"AS017SH40LILINDFAS-1469251",1469251,27,"FALSE","1469250:0.51,1469251:0.39,1469252:0.27,1469253:0.21,1469254:0.09",18,4
4878977,3,"KI446SH18KEBINDFAS-2154218",2154218,22.5,"FALSE","2154217:0.59,2154218:0.58,2154216:0.57,2154215:0.54,2154214:0.50,2154213:0.47",1,1
4879015,1,"CA027SH98JUFINDFAS-2216543",2216543,25.7,"TRUE","2216543:0.55,2216542:0.49,2216544:0.43,2216541:0.34,2216539:0.29,2216540:0.28",3,2
4880105,1,"IN071SH83FWEINDFAS-1811722",1811722,23.3,"TRUE","1811722:0.53,1811721:0.53,1811723:0.44,1811724:0.35,1811726:0.27,1811725:0.27",3,2
4880903,2,"VA131SH02OOBINDFAS-3762197",3762197,28.79,"FALSE","3762195:0.59,3762197:0.49,3762193:0.48,3762199:0.40,3762191:0.40,3762201:0.32",1,1
4883599,1,"RO108SH68WIDINDFAS-2598397",2598397,24.3,"FALSE","2598393:0.82,2598395:0.71,2598397:0.57,2598399:0.44,2598401:0.33,2598403:0.21",7,1
4883599,1,"CA027SH97CEOINDFAS-1620447",1620447,23.8,"FALSE","1620446:0.80,1620445:0.70,1620447:0.67,1620448:0.46,1620449:0.30,1620450:0.18",7,1
4889561,1,"CA027SH53WZAINDFAS-1227717",1227717,24.9,"TRUE","1227717:0.57,1227716:0.47,1227718:0.46,1227714:0.40,1227719:0.39,1227715:0.39",1,1
489131,1,"ZC657SH00ZVNINDFAS-3610565",3610565,25.55,"FALSE","3610561:0.60,3610563:0.50,3610559:0.50,3610565:0.43,3610557:0.42,3610567:0.40",1,1
4892116,1,"JC046SH94XIJINDFAS-2123130",2123130,23.55,"TRUE","2123130:0.71,2123129:0.62,2123131:0.59,2123132:0.47,2123133:0.38,2123134:0.29",3,1
4892116,1,"CA027SH26WZXINDFAS-2896203",2896203,23.8,"TRUE","2896203:0.67,2896201:0.61,2896199:0.52,2896205:0.49,2896207:0.36,2896209:0.28",3,1
4892443,3,"DI040SH33KASINDFAS-1985549",1985549,19.47,"TRUE","1985549:0.60,1985550:0.57,1985548:0.56,1985551:0.53,1985547:0.53,1985552:0.50,1985546:0.50,1985553:0.47,1985545:0.46,1985554:0.43,1985544:0.43,1985543:0.40",1,1
4895210,2,"CO036SH44ZMPINDFAS-2901095",2901095,28.5,"FALSE","2901097:0.59,2901095:0.45,2901093:0.40,2901083:0.38,2901085:0.38,2901081:0.35,2901089:0.30,2901087:0.21,2901091:0.12",1,1
4896011,2,"NU094SH97JVAINDFAS-4019712",4019712,26.5,"TRUE","4019712:0.51,4019714:0.50,4019710:0.45,4019716:0.44,4019708:0.40,4019718:0.31",3,2
4896011,2,"NU094SH99JUYINDFAS-4019700",4019700,26.5,"TRUE","4019700:0.51,4019702:0.50,4019698:0.45,4019704:0.44,4019696:0.40,4019706:0.31",3,2
4898482,1,"ME936SH52MZRINDFAS-3757507",3757507,26.2,"TRUE","3757507:0.50,3757503:0.50,3757505:0.44,3757501:0.42,3757495:0.33,3757497:0.33,3757499:0.33",2,2
4899809,1,"ZC657SH30PQVINDFAS-2230704",2230704,26.2,"FALSE","2230702:0.60,2230703:0.52,2230701:0.50,2230704:0.43,2230699:0.40,2230700:0.40",1,1
4899809,1,"ZC657SH30PQVINDFAS-2230702",2230702,25,"TRUE","2230702:0.60,2230703:0.52,2230701:0.50,2230704:0.43,2230699:0.40,2230700:0.40",1,1
4899809,1,"YE982SH83YEAINDFAS-2013415",2013415,25,"TRUE","2013415:0.60,2013416:0.54,2013414:0.53,2013417:0.48,2013413:0.45",1,1
4899809,2,"NU094SH25TGSINDFAS-1600061",1600061,26.5,"FALSE","1600063:0.67,1600062:0.59,1600064:0.52,1600061:0.44,1600060:0.37,1600059:0.33",2,1
4901340,1,"MB095SH35YHGINDFAS-1385957",1385957,23.55,"FALSE","1385956:0.57,1385957:0.50,1385955:0.49,1385958:0.40,1385959:0.31,1385961:0.29,1385960:0.29",3,2
4905541,1,"SH405SH08CGHINDFAS-4245783",4245783,24.3,"FALSE","4245781:0.50,4245779:0.44,4245783:0.42,4245785:0.33,4245787:0.27,4245789:0.25",4,3
4905541,1,"LA037SH90NKRINDFAS-2342367",2342367,22.9,"FALSE","2342371:0.49,2342373:0.42,2342369:0.36,2342375:0.31,2342367:0.26,2342365:0.25",4,3
4909361,1,"CA027SH29ABIINDFAS-1853731",1853731,22.9,"FALSE","1853732:0.67,1853731:0.61,1853730:0.52,1853733:0.49,1853734:0.36,1853735:0.28",3,1
4909626,2,"NI091SH80WOPINDFAS-2302049",2302049,28,"FALSE","2302046:0.52,2302047:0.48,2302049:0.40,2302048:0.40,2302050:0.37,2302051:0.36",1,1
491092,1,"ZC657SH78HVTINDFAS-2630781",2630781,25,"TRUE","2630781:0.71,2630783:0.62,2630779:0.60,2630785:0.51,2630777:0.47,2630775:0.38",3,1
4913307,1,"RE105SH22DRLINDFAS-3944737",3944737,24.5,"FALSE","3944735:0.53,3944739:0.40,3944737:0.39,3944741:0.38,4786833:0.33",1,1
4913690,2,"FR057SH48JCLINDFAS-2924943",2924943,27.5,"FALSE","2924941:0.71,2924939:0.64,2924943:0.63,2924945:0.55,2924937:0.48",3,1
4918810,3,"PU102SH48AHFINDFAS-3498663",3498663,23,"TRUE","3498663:0.59,3498665:0.57,3498661:0.55,3816793:0.51,3816791:0.47,3816789:0.43,3816787:0.41,3816785:0.40",1,1
4919595,1,"WE286SH60FDRINDFAS-3508389",3508389,24.6,"TRUE","3508389:0.41,3508387:0.38,3508391:0.35,3508385:0.33,3508393:0.32,3508395:0.27",5,4
4919737,1,"MI162SH38JHLINDFAS-3221123",3221123,26.2,"TRUE","3221123:0.60,3221121:0.51,3221119:0.43,3221125:0.40,3221115:0.40,3221117:0.40",1,1
4921898,2,"NU094SH56TFNINDFAS-1599874",1599874,26,"FALSE","1599875:0.48,1599874:0.47,1599876:0.41,1599873:0.36,1599877:0.36,1599878:0.31",2,2
4922119,1,"PI727SH78HKRINDFAS-3393949",3393949,25.5,"TRUE","3393949:0.55,3393951:0.47,3393947:0.46,3393945:0.37,3393943:0.29,3393941:0.22",5,3
4922199,1,"ZC657SH33YJYINDFAS-1796434",1796434,23.55,"FALSE","1796435:0.60,1796436:0.50,1796434:0.50,1796437:0.43,1796433:0.42,1796438:0.40",1,1
492277,2,"MA020SH84BBRINDFAS-2424507",2424507,26.9,"TRUE","2424507:0.57,2424505:0.55,2424509:0.49,2424503:0.47,2424501:0.40",1,1
49237,1,"AL009SH48UGHINDFAS-3772019",3772019,24.77,"FALSE","3772017:0.72,3772019:0.67,3772021:0.56,3772023:0.45",4,1
492498,1,"BL542SH14NWNINDFAS-3408307",3408307,26.2,"FALSE","3408305:0.66,3408303:0.58,3408307:0.57,3408301:0.50,3408299:0.43,3408297:0.35",2,1
4928013,2,"RE292SH16WIPINDFAS-3489129",3489129,28,"FALSE","3489125:0.52,3489127:0.43,3489131:0.33,3489129:0.33,3489133:0.31,3489135:0.30",2,1
4928655,2,"BA978SH75OROINDFAS-1475750",1475750,26.3,"FALSE","1475748:0.57,1475749:0.55,1475750:0.47,1475752:0.40,1475751:0.40,1475753:0.39",1,1
492914,1,"RE105SH80MDJINDFAS-2391465",2391465,24.5,"FALSE","2391469:0.47,2391467:0.42,2391465:0.38,2391463:0.33",6,3
4930137,2,"ES097SH11LGEINDFAS-825174",825174,29.9,"FALSE","825171:0.25,825170:0.24,825169:0.24,825172:0.22,825174:0.21,825173:0.20",23,6
4931401,2,"PR101SH10JWRINDFAS-2153406",2153406,25.7,"FALSE","2153407:0.56,2153408:0.55,2153406:0.52,2153405:0.48,2153409:0.47",1,1
4931918,1,"KI520SH90BSBINDFAS-3501633",3501633,23.55,"FALSE","3501631:0.70,3501633:0.61,3501635:0.49,3501637:0.37,3501639:0.28,3501641:0.20",6,2
4937924,2,"AC753SH92DKLINDFAS-1689888",1689888,29.65,"FALSE","1689886:0.49,1689885:0.46,1689887:0.41,1689884:0.36,1689888:0.33,1689889:0.27",2,2
4938297,2,"BA978SH35OPGINDFAS-1475392",1475392,27.5,"TRUE","1475392:0.60,1475393:0.52,1475391:0.52,1475390:0.44,1475388:0.40,1475389:0.40",1,1
4938826,2,"SL249SH10GJHINDFAS-814702",814702,25.7,"TRUE","814702:0.58,814703:0.58,814701:0.50,814704:0.50,814705:0.42,814706:0.33",4,2
4939357,1,"ZC657SH94UMBINDFAS-2530699",2530699,25,"TRUE","2530699:0.75,2530701:0.65,2530697:0.63,2530703:0.54,2530695:0.50,2530693:0.40",16,4
4939550,2,"RE104SH70NVTINDFAS-2759515",2759515,26,"FALSE","2759517:0.38,2759519:0.33,2759515:0.32,2759513:0.31,2759511:0.29,2759521:0.28",9,5
4941065,1,"KI520SH76YXJINDFAS-3729359",3729359,25.55,"FALSE","3729357:0.45,3729359:0.40,3729355:0.38,3729353:0.36,3729361:0.33,3729351:0.32",7,3
4941136,1,"BE043SH22OKVINDFAS-3110877",3110877,25.6,"FALSE","3110875:0.58,3110873:0.57,3110877:0.49,3110871:0.47,3110879:0.41,3110881:0.32",4,2
4941777,1,"BL542SH12NWPINDFAS-3408313",3408313,24.5,"TRUE","3408313:0.68,3408311:0.66,3408315:0.60,3408309:0.58,3408317:0.51,3408319:0.40",3,1
4941887,1,"CA027SH36ABNINDFAS-1180074",1180074,25.7,"TRUE","1180074:0.58,1180073:0.51,1180075:0.45,1180070:0.40,1180071:0.39,1180072:0.38",1,1
4942374,1,"JC046SH24NDZINDFAS-3231903",3231903,24.3,"FALSE","3231907:0.60,3231905:0.52,3231895:0.51,3231903:0.43,3231899:0.40,3231901:0.40,3231897:0.40",1,1
4946429,3,"KI446SH74LLLINDFAS-2221335",2221335,13.5,"FALSE","2221334:0.43,2221333:0.41,2221335:0.41,2221332:0.39,2221336:0.39,2221331:0.37",3,3
4950113,1,"LA077SH20JVBINDFAS-4078189",4078189,25.55,"FALSE","4078185:0.60,4078187:0.50,4078183:0.50,4078189:0.43,4078181:0.42,4078191:0.40",1,1
4951985,1,"ST446SH88ADBINDFAS-1615146",1615146,23.5,NA,"1615148:0.56,1615149:0.56,1615147:0.53,1615150:0.49,1615146:0.49,1615151:0.45,1615145:0.42,1615153:0.40,1615154:0.40,1615144:0.39,1615143:0.38,1615152:0.38,1615142:0.33",1,1
4952731,1,"CA027SH06KTLINDFAS-2871781",2871781,22.4,"FALSE","2871785:0.36,2871783:0.33,2871781:0.31,2871787:0.26,2871789:0.22,2871791:0.17",9,5
4952731,1,"MY465SH30GHTINDFAS-3390821",3390821,23.55,"TRUE","3390821:0.38,3390819:0.34,3390823:0.32,3390825:0.25,3390827:0.23,3390829:0.20",9,5
4953991,1,"LA037SH58UXDINDFAS-2411751",2411751,23.8,"TRUE","2411751:0.53,2411753:0.52,2411755:0.40,2411749:0.40,2411747:0.40,2411757:0.39",1,1
49555,1,"ZC657SH33YJYINDFAS-1796436",1796436,25,"FALSE","1796437:0.60,1796436:0.52,1796438:0.51,1796435:0.43,1796433:0.40,1796434:0.40",1,1
4958939,1,"LA037SH04NKDINDFAS-2342289",2342289,25.7,"TRUE","2342289:0.41,2342285:0.40,2342291:0.39,2342283:0.36,2342287:0.36,2342281:0.31",3,3
4959226,2,"AM360SH41NAGINDFAS-2044141",2044141,26,"FALSE","2044143:0.49,2044144:0.47,2044141:0.38,2044142:0.36,2044140:0.35,2044139:0.30",4,3
49600,2,"RU271SH22JCBINDFAS-3575941",3575941,26.6,"FALSE","3575951:0.53,3575949:0.53,3575941:0.48,3575943:0.38,3575945:0.28,3575947:0.21",5,3
496078,3,"DI040SH53LTAINDFAS-2158467",2158467,15.24,"FALSE","2158466:0.60,2158467:0.57,2158468:0.53,2158469:0.50,2158470:0.46,2158471:0.43",1,1
496078,3,"DI040SH85PNEINDFAS-1653450",1653450,15.24,"FALSE","1653449:0.60,1653450:0.57,1653451:0.53,1653452:0.50,1653453:0.46,1653454:0.43",1,1
496104,1,"ZC657SH54KMRINDFAS-3045051",3045051,23.55,"FALSE","3045049:0.50,3045053:0.47,3045051:0.45,3045055:0.38,3045057:0.32,3045059:0.25",4,2
4967574,1,"KI520SH00YSPINDFAS-3728609",3728609,25,"FALSE","3728607:0.50,3728609:0.42,3728617:0.41,3728611:0.35,3728615:0.35,3728613:0.28",4,3
4968216,1,"KI520SH33JHMINDFAS-1983125",1983125,23.55,"FALSE","1983127:0.50,1983126:0.47,1983125:0.45,1983128:0.44,1983124:0.38,1983129:0.36,1983123:0.33",2,2
4968873,1,"AD113SH51GFWINDFAS-2083802",2083802,25.62,"FALSE","2083800:0.60,2083801:0.51,2083799:0.51,2083802:0.42,2083798:0.42,2083803:0.32",11,2
4969152,1,"BE043SH58TDHINDFAS-1948187",1948187,26.2,"FALSE","1948183:0.49,1948185:0.47,1948184:0.45,1948186:0.40,1948187:0.33,1948188:0.33",2,2
4972572,1,"MI162SH66JKFINDFAS-3221553",3221553,25,"FALSE","3221555:0.71,3221553:0.62,3221557:0.61,3221551:0.51,3221549:0.38,3221547:0.29",3,1
4973779,2,"UN573SH94XWNINDFAS-2542101",2542101,27,"FALSE","2542099:0.49,2542101:0.42,2542103:0.33,2542105:0.33,2542107:0.32,2542109:0.29",2,2
4975122,1,"JC046SH70WTXINDFAS-2121946",2121946,24.3,"TRUE","2121946:0.67,2121947:0.56,2121945:0.55,2121948:0.47,2121944:0.47,2121949:0.37",2,1
4975122,1,"WA618SH48KCLINDFAS-2869909",2869909,24.3,"TRUE","2869909:0.67,2869911:0.56,2869907:0.55,2869913:0.47,2869905:0.47,2869915:0.37",2,1
4978615,1,"ZC657SH42SJLINDFAS-3840305",3840305,23.55,"FALSE","3840303:0.37,3840305:0.32,3840313:0.32,3840311:0.27,3840307:0.26,3840309:0.23",15,7
4978953,1,"YE982SH48SYLINDFAS-4097299",4097299,24.5,"TRUE","4097299:0.64,4097297:0.61,4097301:0.56,4097295:0.53,4097303:0.49,4097305:0.43",2,1
4981731,2,"SU068SH29ALMINDFAS-3998290",3998290,26.7,NA,"3998294:0.55,3998292:0.46,3998290:0.37,3998288:0.33,3998286:0.33",2,1
4988262,1,"LA037SH12UVBINDFAS-2411423",2411423,24.9,"TRUE","2411423:0.49,2411433:0.48,2411425:0.42,2411431:0.37,2411429:0.33,2411427:0.33",2,2
4989490,1,"JC046SH78UQRINDFAS-2297011",2297011,23.55,"TRUE","2297011:0.78,2297010:0.68,2297012:0.64,2297013:0.52,2297014:0.42,2297015:0.30",5,1
4989490,1,"PI727SH08UKDINDFAS-1731081",1731081,23.5,"TRUE","1731081:0.77,1731082:0.68,1731080:0.66,1731083:0.55,1731084:0.43,1731085:0.30",5,1
4989930,2,"UN573SH95ENSINDFAS-2322761",2322761,28.6,"FALSE","2322760:0.57,2322761:0.52,2322759:0.47,2322762:0.41,2322758:0.39,2322763:0.35",1,1
4990019,1,"MI162SH32JDVINDFAS-3220553",3220553,23.55,"FALSE","3220555:0.55,3220557:0.46,3220553:0.45,3220559:0.39,3220551:0.38,3220561:0.30",7,3
4990144,1,"MI162SH70UHHINDFAS-2409533",2409533,25.55,"TRUE","2409533:0.60,2409531:0.52,2409535:0.51,2409529:0.43,2409527:0.40,2409525:0.40",1,1
4992848,1,"ZC657SH52YMDINDFAS-1739030",1739030,25,"FALSE","1739031:0.73,1739030:0.63,1739032:0.62,1739029:0.52,1739028:0.39,1739027:0.30",7,2
4996884,1,"KI520SH86NMVINDFAS-3699007",3699007,25,"FALSE","3699003:0.60,3699001:0.52,3699005:0.50,3699009:0.40,3699007:0.40,3699011:0.40",1,1
4998292,2,"RE104SH39YDWINDFAS-1907440",1907440,27.9,"TRUE","1907440:0.49,1907439:0.41,1907438:0.40,1907436:0.40,1907437:0.40,1907435:0.39",1,1
499835,1,"EZ981SH01XWOINDFAS-2067297",2067297,24.7,"TRUE","2067297:0.38,2067300:0.36,2067298:0.35,2067296:0.34,2067295:0.34,2067299:0.31",4,4
499835,1,"EZ981SH01XWOINDFAS-2067296",2067296,23.9,"FALSE","2067297:0.38,2067300:0.36,2067298:0.35,2067296:0.34,2067295:0.34,2067299:0.31",4,4
4998810,3,"TW177SH70XABINDFAS-1551300",1551300,21.16,"TRUE","1551300:0.60,1551301:0.57,1551299:0.56,1551302:0.54,1551298:0.53,1551303:0.50",1,1
4998810,3,"TO179SH62GTHINDFAS-2979513",2979513,21.16,"TRUE","2979513:0.60,2979515:0.56,2979517:0.54,4356990:0.53,2979511:0.50",1,1
4998810,3,"KI446SH56LMDINDFAS-2221442",2221442,21.25,"TRUE","2221442:0.60,2221443:0.58,2221441:0.57,2221444:0.55,2221440:0.53,2221439:0.50",1,1
5000901,1,"FI053SH96TMHINDFAS-3598729",3598729,24.77,"TRUE","3598729:0.54,3598731:0.52,3598727:0.46,3598725:0.37,3598723:0.29",10,3
5001168,1,"HY945SH06CNPINDFAS-617373",617373,25.55,"FALSE","617372:0.57,617373:0.50,617371:0.48,617374:0.41,617370:0.38,617369:0.31",3,2
5002932,1,"IN071SH46DMBINDFAS-3383167",3383167,24,"FALSE","3383165:0.38,3383167:0.36,3383163:0.32,3383169:0.30,3383171:0.28,3383173:0.23",6,5
5003610,1,"JC046SH55IKMINDFAS-2036514",2036514,24.3,"TRUE","2036515:0.50,2036514:0.50,2036516:0.44,2036513:0.41,2036517:0.36,2036512:0.35",2,2
5004818,1,"MY465SH52EPJINDFAS-2322970",2322970,25,"FALSE","2322969:0.47,2322970:0.40,2322968:0.39,2322971:0.35,2322967:0.33,2322972:0.29",11,4
5005683,2,"RE292SH75LSEINDFAS-2158349",2158349,26.7,"TRUE","2158349:0.55,2158353:0.47,2158352:0.40,2158350:0.40,2158351:0.37",1,1
5005904,1,"JC046SH81BBEINDFAS-1913373",1913373,24.3,"FALSE","1913376:0.50,1913375:0.50,1913374:0.44,1913373:0.35,1913372:0.33,1913370:0.33,1913371:0.33",2,2
5006361,1,"JC046SH89XIOINDFAS-2123163",2123163,25.55,"FALSE","2123164:0.60,2123163:0.51,2123162:0.43,2123161:0.40,2123160:0.40,2123159:0.40",1,1
5006361,1,"LO470SH02ZCNINDFAS-1677850",1677850,25.55,"FALSE","1677851:0.60,1677850:0.51,1677849:0.43,1677847:0.40,1677846:0.40,1677848:0.40",1,1
5008113,1,"MI162SH66UDPINDFAS-2408955",2408955,25,"TRUE","2408955:0.57,2408957:0.50,2408953:0.48,2408959:0.41,2408951:0.38,2408949:0.31",3,2
5008952,1,"IN071SH46RPHINDFAS-2054802",2054802,26,"FALSE","2054800:0.50,2054801:0.47,2054799:0.42,2054802:0.38,2054798:0.34,2054797:0.31",2,2
5008952,1,"MY465SH40GDNINDFAS-3390163",3390163,24.3,"FALSE","3390165:0.50,3390163:0.45,3390167:0.44,3390161:0.37,3390169:0.36,3390159:0.33",2,2
5009342,2,"SO100SH98AWNINDFAS-3613361",3613361,27.9,"FALSE","3613357:0.47,3613365:0.40,3613361:0.39,3613363:0.39,3613359:0.39,3613367:0.32",1,1
5009592,1,"YE982SH42SYRINDFAS-4097343",4097343,25,"FALSE","4097345:0.49,4097347:0.47,4097343:0.44,4097341:0.39,4097339:0.33,4097337:0.27",12,3
5009592,1,"ZC657SH92FLBINDFAS-3566109",3566109,25.55,"TRUE","3566109:0.50,3566107:0.44,3566111:0.42,3566105:0.37,3566103:0.29,3566101:0.23",12,3
5010816,1,"CO042SH37HGKINDFAS-2033253",2033253,25.3,"TRUE","2033253:0.63,2033254:0.60,2033252:0.53,2033251:0.43,2033250:0.32,2033249:0.22",5,2
5011992,2,"RE104SH23PUEINDFAS-1941436",1941436,25.7,"FALSE","1941439:0.48,1941435:0.47,1941440:0.46,1941436:0.43,1941438:0.41,1941437:0.40",2,2
5013255,1,"LA037SH12NJVINDFAS-2342243",2342243,26.6,"FALSE","2342241:0.58,2342239:0.51,2342243:0.45,2342233:0.40,2342235:0.39,2342237:0.38",1,1
5013760,2,"BU024SH98MZPINDFAS-2640599",2640599,25.1,"TRUE","2640599:0.60,2640601:0.52,2640603:0.44,2640607:0.40,2640605:0.40,2640609:0.39",1,1
5013950,1,"CA027SH80IUHINDFAS-3219981",3219981,24.9,"TRUE","3219981:0.42,3219983:0.36,3219979:0.32,3219985:0.27,3219977:0.24,3219975:0.20",10,4
5014355,1,"MI162SH29FCCINDFAS-1867155",1867155,24.3,"TRUE","1867155:0.60,1867156:0.50,1867154:0.50,1867157:0.43,1867153:0.42,1867158:0.40",1,1
5014406,1,"LA037SH78UWJINDFAS-2411635",2411635,25.7,"TRUE","2411635:0.64,2411633:0.57,2411637:0.50,2411631:0.40,2411627:0.33,2411629:0.33",2,1
5016867,2,"PA688SH33TGCINDFAS-2058035",2058035,27,"FALSE","2058036:0.59,2058035:0.47,2058034:0.40,2058033:0.39,2058032:0.34,2058031:0.26",1,1
5016867,2,"GE778SH90AXXINDFAS-3439511",3439511,26.7,"FALSE","3439513:0.59,3439511:0.43,3439509:0.40,3439507:0.40,3439505:0.40",1,1
50177,2,"CO167SH62IKVINDFAS-4073289",4073289,26.7,"FALSE","4073287:0.56,4073289:0.51,4073285:0.48,4073291:0.43,4073295:0.39,4073293:0.39",1,1
5018561,1,"MI162SH24JHZINDFAS-3221203",3221203,24.3,"FALSE","3221205:0.57,3221207:0.50,3221203:0.48,3221209:0.41,3221201:0.38,3221199:0.33",3,2
5020709,2,"MA020SH35FIMINDFAS-671468",671468,26.9,"FALSE","671467:0.60,671468:0.52,671466:0.52,671465:0.44,671469:0.44,671470:0.39",1,1
5021084,2,"UN573SH88MNVINDFAS-3583615",3583615,27.4,"FALSE","3583619:0.46,3583617:0.39,3583615:0.33,3583613:0.29,3583611:0.25,3583609:0.20",9,4
5021811,1,"IN071SH03FAUINDFAS-1024558",1024558,24,"TRUE","1024559:0.50,1024558:0.50,1024560:0.43,1024557:0.42,1024561:0.35,1024556:0.35",2,2
502456,1,"FI537SH66TZDINDFAS-3364509",3364509,24.3,"FALSE","3364507:0.53,3364505:0.46,3364509:0.44,3364511:0.35,3364513:0.28,3364515:0.20",28,4
5025093,1,"CA027SH08AFNINDFAS-4054575",4054575,24.9,"FALSE","4054573:0.47,4054571:0.42,4054569:0.37,4054575:0.34,4054577:0.25,4054579:0.24",4,3
5026126,1,"ZC657SH30PQVINDFAS-2230703",2230703,25.55,"TRUE","2230702:0.50,2230703:0.50,2230704:0.42,2230701:0.42,2230699:0.33,2230700:0.33",2,2
5027602,2,"FI053SH09BBYINDFAS-2019698",2019698,25.4,"TRUE","2019700:0.47,2019698:0.47,2019699:0.46,2019701:0.46,2019697:0.40,2019702:0.39",2,2
5028214,2,"GA180SH70WARINDFAS-2120135",2120135,27.9,"FALSE","2120136:0.67,2120135:0.55,2120137:0.53,2120138:0.41,2120134:0.41,2120133:0.33",2,1
5028393,1,"LA037SH48UXNINDFAS-2411815",2411815,25.7,"TRUE","2411815:0.64,2411813:0.57,2411817:0.50,2411811:0.40,2411807:0.33,2411809:0.33",2,1
5028817,1,"FI053SH96TMHINDFAS-3598725",3598725,23.5,"TRUE","3598725:0.44,3598727:0.43,3598729:0.40,3598723:0.37,3598731:0.33",5,3
5030760,1,"LA037SH30UUJINDFAS-2411323",2411323,25.7,"FALSE","2411321:0.54,2411323:0.47,2411319:0.40,2411325:0.35,2411317:0.28,2411315:0.22",5,3
5032550,1,"LA037SH88JWTINDFAS-1877524",1877524,24.9,"TRUE","1877524:0.45,1877525:0.39,1877523:0.33,1877526:0.29,1877522:0.24,1877521:0.18",9,5
5032568,2,"AL009SH72OHNINDFAS-3761179",3761179,29.63,"TRUE","3761179:0.66,3761177:0.55,3761181:0.54,3761175:0.42,3761171:0.33,3761173:0.32",2,1
5035301,1,"MY465SH08NHVINDFAS-4204103",4204103,24.3,"FALSE","4204105:0.56,4204103:0.54,4204107:0.48,4204101:0.44,4204099:0.40",1,1
5036121,1,"AD761SH61WIOINDFAS-951359",951359,26.5,"FALSE","951357:0.54,951358:0.40,951359:0.32,951360:0.29,2629817:0.22",2,1
503900,1,"IN071SH62FIFINDFAS-3801213",3801213,25.3,"TRUE","3801225:0.53,3801213:0.53,3801215:0.44,3801223:0.44,3801221:0.35,3801219:0.27,3801217:0.23",3,2
